title,date
"Obligasi BUMN Konstruksi Tembus Rp 24 T, Siapa Paling Gede?",05 July 2019 15:04
"Mandiri Incar Bank Luar Negeri, Utang Indosat 'Numpuk'",05 July 2019 08:31
"Utang Menggunung, Waskita Karya Beri Penjelasan",04 July 2019 15:19
"Demi Infrastruktur Jokowi, Surat Utang BUMN Karya Rp 27 T",04 July 2019 13:05
Duh! Emiten Karya Butuh Ratusan Tahun Lunasi Tumpukan Utang,04 July 2019 07:54
"Utang BUMN Karya Tambah Rp 169 T, Waskita Paling Besar",03 July 2019 18:51
"Periode I Jokowi, Utang BUMN Karya Bertambah Rp 169 T Lebih",03 July 2019 13:40
"Infrastruktur Digenjot, Waskita Cs Masuk Radar Broker Asing",02 July 2019 13:14
"Listrik PJU LRT Diputus, Waskita Bantah Bertanggung Jawab",02 July 2019 11:44
"Hingga Juni, Waskita Beton Raih Kontrak Baru Rp 3,04 T",01 July 2019 09:51
"AS-China Damai, Simak Saham-saham Pilihan di Awal Juli",01 July 2019 08:59
Siap-Siap! Obligasi WSBP Mulai Ditawarkan Besok,27 June 2019 12:43
"Dari BSDE Hingga AALI, Simak Saham Rekomendasi Broker",13 June 2019 08:45
"Asing Mulai Balik Lagi, Simak Deretan Saham Pilihan Hari Ini",28 May 2019 08:59
"Hingga April, Adhi Karya Raih Kontrak Baru Rp 3,9 T",16 May 2019 09:59
Perang Dagang Dimulai! Simak Rekomendasi Saham Pilihan Broker,14 May 2019 08:24
"24 Emiten Kena Sanksi BEI, Bukit Asam Lego Saham Treasuri",10 May 2019 07:56
Waskita Karya Bagi Dividen Rp 990 M & Ganti Direktur,09 May 2019 13:54
"Selamat! Waskita Beton Layak Investasi, tapi Outlook Negatif",08 May 2019 15:21
"Hari Pertama Ramadan, Simak Rekomendasi Saham dari Broker",06 May 2019 08:30
"Tahun Pilpres, Emiten Infrastruktur Mana yang Melempem di Q1?",02 May 2019 15:22
"Sempat Terseok-Seok, IHSG Naik Tipis Penutupan Sesi I",29 April 2019 12:58
"Mari Simak, BCA Hingga Astra Direkomendasikan Broker",26 April 2019 08:23
"Utang Membengkak, Rating Waskita & Wika Berpotensi Dipangkas?",24 April 2019 15:58
"IHSG Punya Peluang Rebound, Ini Rekomendasi Sahamnya",23 April 2019 08:17
"Adhi Karya Raih Kontrak Rp 3 T di Q1, Siapa Klien Terbesar?",22 April 2019 17:44
"Dari AKRA hingga BBCA, Simak Saham Pilihan Awal Pekan Ini!",22 April 2019 08:35
"Ada Jokowi Effect, DBS Prediksi IHSG Tembus Level 6.900",20 April 2019 17:21
"Jokowi Effect, IHSG Diprediksi Senggol Level 7.100 Tahun Ini",18 April 2019 19:41
"Jokowi Menang Quick Count, Saham BUMN Konstruksi Melesat!",18 April 2019 11:07
"Jokowi Bakal 2 Periode, Asing Borong Saham Lebih Rp 1 T",18 April 2019 09:39
"Jokowi Unggul Quick Count, Saham Ini Layak Diborong",17 April 2019 18:28
"Sepekan sebelum Pemilu, Ini 5 Saham LQ45 Paling Cuan",17 April 2019 11:58
"Apapun Hasil Pilpres, Ini Sektor Saham yang Layak Dicermati",15 April 2019 17:39
"Bergerak Liar Sesi I, Begini Valuasi Saham Konstruksi",15 April 2019 13:43
"Saham-saham Emiten Konstruksi Beterbangan, Ada Apa?",15 April 2019 09:48
Ini Saham Pilihan Broker Jelang Pilpres 2019,15 April 2019 08:37
"Sandiaga Lepas Saham Saratoga, Montage Tinggalkan MAP Aktif",15 April 2019 07:45
"Utang Menggunung, Fitch Pangkas Prospek Waskita Jadi Negatif",12 April 2019 20:14
Waskita Karya Tambah Modal untuk Operator Tol Solo-Ngawi,12 April 2019 19:24
Sederet Kisruh Anies vs Pejabat soal LRT yang Bikin Banjir,11 April 2019 09:33
"Dari ADHI, BBRI Hingga MYOR, Simak Rekomendasi Saham Broker",05 April 2019 08:25
"Simak Valuasi Saham BUMN, SMBR Termahal & WSKT Termurah",04 April 2019 12:02
"Dari BBCA hingga TRAM, Simak Rekomendasi Saham Hari Ini",29 March 2019 08:27
"Isu Resesi AS Mereda, Simak Rekomendasi Saham Hari Ini",27 March 2019 08:20
"Bangun Pabrik di Kaltim, WSBP Bakal Terbitkan Obligasi Rp 2 T",15 March 2019 18:50
"Sebelum Hajar Kanan, Simak Rekomendasi Saham Hari Ini!",13 March 2019 08:44
"Dari ASII hingga ASRI, Simak Saham Pilihan Hari Ini",05 March 2019 08:27
"Awali Pekan Ini, Simak Saham Konsumer & Konstruksi",04 March 2019 08:48
"Sentimen Lapkeu Emiten, Simak Saham Pilihan Hari Ini",28 February 2019 08:25
"Kabar Emiten: AirAsia Rugi karena Avtur, Laba Astra Melejit",28 February 2019 08:07
"2018 Laba Waskita Karya Tumbuh 2,08% Jadi Rp 3,96T",27 February 2019 08:43
"Dari WIKA Hingga MYOR, Simak Rekomendasi Saham dari Broker",21 February 2019 08:41
"BBRI Hingga JSMR, Simak Rekomendasi Saham Broker Ini",15 February 2019 08:40
"Gara-gara Credit Suisse, Asing Terus Obral Saham Indonesia",14 February 2019 11:05
"Rumah Dirut Digeledah KPK, Jasa Marga Mengaku Tidak Terkait",13 February 2019 16:33
"Ada Kasus Korupsi, Saham Jasa Marga & Waskita Karya Merosot",13 February 2019 10:10
"Target Laba RALS sampai Nasib BWPT, Cermati Kabar Emiten Ini",13 February 2019 08:11
"Terseret Kasus WSKT, Rumah Dirut Jasa Marga Digeledah KPK",12 February 2019 22:00
"Urunan Rp 63 M, Anak BUMN Kelola Rest Area Tol Trans Jawa",12 February 2019 12:18
"IHSG Keluar dari 6.500, Mari Simak Rekomendasi Saham Hari Ini",12 February 2019 08:31
BUMN Karya Ini Terbitkan Sukuk Perdana Rp 150 M,11 February 2019 18:39
"Optimistis 2019, Waskita Beton Bidik Kontrak Baru Rp 10,39 T",07 February 2019 09:11
"Jelang Imlek, Simak Rekomendasi Saham Broker Hari Ini",04 February 2019 08:30
"Susul WSKT & ADHI, Jasa Marga Gabung Holding Infrastruktur",01 February 2019 18:43
"Terinspirasi LRT Palembang, Waskita Bidik Proyek di Filipina",01 February 2019 13:55
Tol Cimanggis-Cibitung Seksi I Beroperasi Triwulan I 2019,01 February 2019 13:38
"Lepas Persero, WSKT Resmi Jadi Anak Usaha Hutama Karya",01 February 2019 11:28
Belanja Saham Apa Hari Ini? Simak Saham Pilihan Ini,01 February 2019 08:42
"Holding Infrastruktur: WSKT, ADHI, & JSMR Siap Ganti Status",01 February 2019 08:10
Besok Adhi Karya Resmi Masuk Holding Infrastruktur,31 January 2019 11:27
"Tunggu Diteken Jokowi, Dua Holding BUMN Rampung Februari",28 January 2019 15:15
"Dari PGN sampai BCA, Ini Kabar Emiten yang Layak Disimak",18 January 2019 08:19
"Bidik Kontrak Baru Rp 55 T, Ini Rencana Waskita",17 January 2019 17:10
Sah! Waskita Karya Garap Tol Japek Selatan,17 January 2019 13:47
Bidik Saham Apa Hari Ini? Simak Rekomendasi Kali Ini,16 January 2019 08:16
"2018 Loyo, Sektor Konstruksi Diprediksi Cerah Tahun Ini",15 January 2019 14:44
"Defisit Neraca Dagang Nyaris US$ 5 M, Penguatan IHSG Tertahan",15 January 2019 12:51
"IHSG Berpotensi Menguat, Simak Rekomendasi Saham Ini",15 January 2019 08:40
"Ada Sinyal Rebound, Ini Saham Pilihan Broker",09 January 2019 08:47
"Diburu Investor, Saham Konstruksi Melesat di Sesi I",08 January 2019 13:05
"IHSG Bisa Naik Lagi, Cermati 6 Aksi Emiten Ini",08 January 2019 08:02
"Sentimen Positif IHSG Merebak, Cermati 4 Aksi Emiten Ini",07 January 2019 07:46
Waskita Siap Rilis Obligasi Rp 5 T di Semester I,04 January 2019 16:53
Waskita Bidik Laba 2019 Rp 4 T & Rencana IPO Anak Usaha,04 January 2019 16:28
"Perbesar Bisnis Tol, WSKT Tekan Utang Jadi Rp 60 T",04 January 2019 16:14
"Waskita Karya Terima Pembayaran Proyek Rp 36,7 T pada 2018",04 January 2019 15:55
"Hari Ketiga BEI, Saham BUMN Konstruksi Menguat Lagi",04 January 2019 09:48
"Dihantui Perlambatan Global, Simak Saran dari Broker",04 January 2019 08:36
,
"Sentimen Eksternal Masih Dominan, Simak 4 Saham Ini",03 January 2019 09:03
"Tahun Politik, JSMR Kebut Japek Elevated-JORR 2 dan Beli Tol",02 January 2019 13:39
"Dari PGAS sampai WSKT, Cermati Saham-saham Ini",27 December 2018 07:41
"Perbankan Keroyokan Guyur Waskita Karya Rp 14,76 T",26 December 2018 16:53
"Kelar Libur Natal, Inilah Saham Rekomendasi Para Broker",26 December 2018 08:32
"IHSG Dibayangi Mendung, Cermati 7 Kabar Emiten Ini",21 December 2018 08:13
Saham WSKT & JSMR Anjlok Saat Jokowi Resmikan Tol Trans Jawa,20 December 2018 13:53
"The Fed Naikkan Suku Bunga, Apa Saham Rekomendasi Broker?",20 December 2018 08:27
"Diburu Pemodal Institusi, Harga Saham Waskita Beton Naik 7,3%",19 December 2018 16:30
"Kemarin Diobral, Kini Saham Waskita Karya Diborong Investor",19 December 2018 09:56
"Sebelum Transaksi, Simak Dulu Kabar Penggerak Pasar Ini",19 December 2018 08:21
"Dua Pejabatnya Terjerat Korupsi, Saham WSKT Diobral Investor",18 December 2018 09:16
"Bursa Dunia Berguguran, Simak Rekomendasi Saham Berikut Ini",18 December 2018 08:52
"Dari Telkom hingga PayTren, Simak Kabar Penggerak Bursa Ini",17 December 2018 07:54
"Terima Pembayaran, Waskita Optimis Kas Operasional Rp 20 T",14 December 2018 19:19
"Bursa Asia Membara, Simak Rekomendasi Saham Broker",14 December 2018 08:46
"Diburu Pemodal Kakap, Saham Konstruksi Melesat",12 December 2018 14:17
"Atmosfer Mulai Kondusif, Simak Rekomendasi Saham dari Broker",12 December 2018 08:47
"Jelang Pasar Dibuka, Simak Kabar 4 Emiten Ini",04 December 2018 07:47
Waskita Karya Bakal Jual 18 Ruas Tol,03 December 2018 20:10
"Rupiah Kian Bertaji, Harga Saham BUMN Karya Melesat",03 December 2018 10:27
"Secara Teknikal, IHSG Berpotensi Melambung Hari Ini",03 December 2018 08:36
"Buka Tol Bocimi, Jokowi Heran Proyek Bisa Mangkrak 21 Tahun",01 December 2018 14:54
Jokowi Resmikan Tol Bocimi Siang Ini,01 December 2018 10:23
"Perubahan Komposisi Portofolio Asing Membawa IHSG Turun 0,84%",30 November 2018 18:12
"Rawan Profit Taking, Begini Ulasan IHSG Menurut 5 Broker",30 November 2018 09:01
"Sudah Turun Banyak, Saham Konstruksi Mulai Melesat",29 November 2018 10:28
"Menimang-nimang Saham, Simak Rekomendasi 4 Broker",28 November 2018 08:51
Buka-bukaan Bos WIKA Soal Proyek Kereta Cepat Hingga Gesits,24 November 2018 16:08
"Dorong Baja Domestik, KRAS Teken Kontrak dengan 6 BUMN Karya",23 November 2018 17:46
"Saham Emiten Konstruksi Plat Merah Berguguran, Ini Sebabnya",21 November 2018 11:12
Empat Saham Pilihan Yang Patut Dicermati Hari Ini,21 November 2018 09:06
"Wall Street Membara, Simak Rekomendasi 5 Broker",21 November 2018 08:36
"Bingung! Lanjut Reli atau Profit Taking, Simak Ulasan Broker",19 November 2018 08:22
"Saham BUMN Konstruksi Terbang, Respons Pembentukan Holding?",16 November 2018 10:33
"Bingung Pilih Saham Hari Ini, Simak Rekomendasi 4 Broker",16 November 2018 08:50
"IHSG Tertekan Pelemahan Bursa Global, Berikut Rekomendasi Sah",15 November 2018 08:47
7 Emiten Ini Layak Diperhatikan Jelang Pembukaan Bursa,15 November 2018 08:09
"Masuk MSCI Global Standard Indexes, PTBA & TKIM Diburu Asing",14 November 2018 10:36
"Lakukan Rebalancing, MSCI Depak LPPF dan WSKT",14 November 2018 09:48
"2 Hari IHSG Turun di Atas 1%, Simak Rekomendasi Broker",13 November 2018 08:25
"Saham Big Caps Jadi Korban Aturan Free Float, Ini Daftarnya",09 November 2018 17:14
"Metode Perhitungan Diubah, Harga Saham Ini Bakal Koreksi",09 November 2018 15:28
"Tunggu Pengumuman CAD, Investor Obral Saham BUMN Karya",09 November 2018 15:03
"IHSG Rawan Profit Taking, Ini Rekomendasi Saham Para Broker",09 November 2018 08:33
Perhatikan Aksi 8 Emiten Ini Sebelum Perdagangan Dibuka,09 November 2018 08:10
"Anak Usaha WSKT Beri Pinjaman Senilai Rp 498,7 M",08 November 2018 14:27
Analis: Holding BUMN Karya Jadi Sentimen Positif Buat Emiten,08 November 2018 12:09
"Holding BUMN Konstruksi Difinalisasi, Saham WIKA Dkk Melesat",08 November 2018 11:47
"Penguatan IHSG Berlanjut, Ini 5 Saham Teraktif di Bursa",08 November 2018 10:13
"Harga 4 Saham Ini Berpotensi Menguat Hari Ini, Ada Apa?",06 November 2018 08:51
Ada Potensi Penguatan Lanjutan di Dalam 4 Saham Berikut ini,05 November 2018 08:56
"Saham BUMN Konstruksi Naik di Atas 3%, Harganya Sudah Murah?",01 November 2018 14:27
"Secara Teknikal, 4 Saham Ini Masih Berpotensi Menguat",01 November 2018 07:49
"Secara Teknikal, Harga 4 Saham Ini Berpotensi Naik",31 October 2018 07:53
Cermati 4 Saham yang Berpotensi Menguat Hari Ini,30 October 2018 08:20
"Cari Cuan Jelang Akhir Pekan, Simak 4 Saham Ini",26 October 2018 09:03
Cermati 4 Saham Pilihan Hari Ini,23 October 2018 08:55
Cermati Aksi 6 Emiten Berikut Ini,15 October 2018 07:47
Waskita Suntik Modal Rp 400 M untuk Lanjutkan Tol Becakayu,12 October 2018 15:51
"IHSG Masih Berpotensi Koreksi, Perhatikan 4 saham Ini",03 October 2018 08:47
"Empat Saham Ini Masih Berpotensi Menguat, Ini Alasannya!",02 October 2018 08:36
Ingin Bertransaksi Saham Awal Pekan? Cermati Aksi Emiten Ini,01 October 2018 08:14
"Waskita Toll Road Terbitkan MTN Rp 338,8 miliar",28 September 2018 20:38
"IHSG Cenderung Turun, 4 Saham Ini Masih Berpotensi Menguat",26 September 2018 08:11
"Dolar AS Tembus Rp 14.900, Koreksi IHSG Kian Dalam 0,41%",25 September 2018 11:31
"IHSG Dalam Tekanan, 4 Saham Ini Masih Berpotensi Menguat",25 September 2018 08:35
"Perhatikan 4 Saham Ini, Karena Menyimpan Peluang Penguatan",21 September 2018 09:13
"Perang Dagang Bayangi IHSG, Ini Saham Pilihan Broker",19 September 2018 08:14
"Ada Perang Dagang & Rupiah Melemah, IHSG Melemah 0,21%",18 September 2018 17:04
"Pasar Obligasi Diprediksi Menguat, Waktu Beli?",17 September 2018 08:49
Simak Lagi Aksi 7 Emiten di Perdagangan Akhir Pekan Lalu,17 September 2018 06:27
"Waskita Karya Terbitkan Obligasi Rp 2 T, Bunganya 9% - 9,75%",14 September 2018 16:24
"IHSG Berpotensi Terus Menanjak, Simak Proyeksi 4 Saham Ini",10 September 2018 08:29
"IHSG Anjlok 3%, Saham Sektor Konstruksi Bertekuk Lutut",05 September 2018 11:51
"Tren Koreksi IHSG Berlanjut, Hindari 10 Saham Ini",31 August 2018 15:28
"Rupiah Tembus Rp 14.700/US$, Saham Konstruksi Anjlok Dalam",31 August 2018 12:06
"Investor Summit Selesai, Kembali Simak Rekomendasi Saham Ini",30 August 2018 08:40
"Trump Kritik The Fed, Simak Rekomendasi Saham dari Broker Ini",23 August 2018 09:07
"IHSG Merayap Naik, Perhatikan 4 Saham Ini",23 August 2018 08:25
"IHSG Bangkit, 4 Saham Ini Berpotensi Menguat",21 August 2018 08:41
Simak Saham-saham Pilihan Broker untuk Perdagangan Hari Ini,07 August 2018 08:52
"Penguatan IHSG Berlanjut di Sesi II, Simak Saham Berikut Ini",06 August 2018 14:26
"Setelah Tembus 6.000, Ini Saham-saham yang Layak Disimak",02 August 2018 08:44
"Jokowi Rem Infrastruktur, Bagaimana Nasib Saham Konstruksi?",26 July 2018 17:43
"Vale Berbalik Untung, Danamon Terbitkan Obligasi Rp 30 M",26 July 2018 08:09
Cucu Usaha Waskita Karya Tambah Modal di Tol Trans Jawa,25 July 2018 18:05
"Musim Laporan Kinerja, Emiten Ramai-ramai Cetak Kenaikan Laba",24 July 2018 08:14
"Laba Semester I-2018 Waskita Rp 2,99 T, Naik 2 Kali Lipat",23 July 2018 10:08
"IHSG Naik 0,48%, Ini 5 Saham Paling Aktif",18 July 2018 10:09
Saham BUMN Karya Mencoba Awali Pembalikan Tren Positif,18 July 2018 08:25
"Cross Girder Jatuh, Jembatan Kali Kuto Molor Tiga Hari",17 July 2018 10:09
"Penjualan Emas ANTM Naik, WSKT & Insiden Jembatan Kali Kuto",16 July 2018 08:16
"Cross Girder di Kalikuto Jatuh, Waskita: Tak Hambat Proyek",15 July 2018 12:05
"Waskita Divestasi 2 Tol, Incar Rp 3 T",10 July 2018 16:17
Waskita Toll Beri Pinjaman Anak Usaha Senilai Rp 234 M,06 July 2018 10:08
"IHSG Anjlok 1,8%, Ini Deretan Saham Paling 'Murah' Saat Ini",03 July 2018 15:44
"Per Semester I, WSBP Raih Kontrak Baru Rp 2,97T",03 July 2018 15:35
"Laba BRPT Turun 60,93%, GIAA Terbitkan KIK-EBA Rp 4 T",03 July 2018 07:58
WSKT Tingkatkan Modal Waskita Modern Jadi Rp 240 M,02 July 2018 16:50
Saham PTPP Berpotensi Technical Rebound,29 June 2018 10:07
"Jelang Penutupan, Saham-saham Konstruksi Dilepas Investor",28 June 2018 18:18
"Utang BUMN Terus Bertambah, Menteri Rini: Diawasi Terus",08 June 2018 20:22
"Investor Asing Kabur Rp 98,5 M, IHSG Masih Bisa Naik 0,61%",07 June 2018 16:34
"BMRI Naikkan Suku Bunga, WSKT Terbitkan Obligasi",07 June 2018 08:27
"Refinancing Utang, Waskita Karya Terbitkan Obligasi Rp 3,5 T",06 June 2018 20:36
"Kondisi Keuangan Dipantau Menkeu, Ini Jawaban BUMN Karya",28 May 2018 16:55
Saham Waskita dan Adaro Anjlok 3% Lebih,14 May 2018 11:15
"Pemerintah Kaji Buyback, Saham BUMN Terkerek Naik",09 May 2018 13:15
"BCA Untung Besar, Hingga Astra Agro yang Sedang Anjlok",24 April 2018 08:49
"Banyak Kecelakaan, Waskita Bukukan Laba Rp 1,52 T Kuartal I",23 April 2018 17:54
"Mau Cuan Pekan Ini? Saham INDY, BMTR, dan JSMR Bisa Dilirik",23 April 2018 12:29
"Proyek Besutannya Runtuh, Harga saham WIKA Justru Naik 0,59%",18 April 2018 10:04
"Ini Saham LQ45 yang Terkoreksi Pekan Lalu, Tapi Valuasi Murah",16 April 2018 10:50
"ADHI dan AUTO Bagi Dividen, BPKP dan BABP Akan Rights Issue",16 April 2018 08:27
Adhi Karya Bagikan Dividen Rp 103 Miliar dan Ganti Direksi,13 April 2018 17:57
Investor Asing Borong Saham Kalbe Farma Sesi I,12 April 2018 12:31
"Divestasi Ruas Tol Lewat RDPT, Waskita Toll Dapat Rp 5 T",10 April 2018 17:37
Direksi Baru Waskita Karya Punya Target Kontrak Baru Rp 70 T,07 April 2018 08:00
"Waskita Divestasi Enam Ruas Tol Senilai Rp 7,5 T",06 April 2018 22:19
"Waskita Bagi Dividen Rp 776,34 M",06 April 2018 20:25
M. Choliq Teteskan Air Mata Saat Pamit dari Waskita,06 April 2018 20:06
Ini Jajaran Direksi Baru Waskita Karya Setelah Dirombak,06 April 2018 18:45
I Gusti Ngurah Putra Jadi Dirut Baru Waskita Karya,06 April 2018 17:04
"Saham GGRM Naik 1,16%, IHSG Dibuka Menguat Tipis 0,03%",06 April 2018 09:17
"Waskita Beton Precast Targetkan Kontrak Baru Rp 11,52 Triliun",05 April 2018 16:18
"Saham BBCA, WSKT, ADRO dan JSMR Diborong Investor Asing",27 March 2018 09:58
Menteri Rini Klaim BUMN Karya Tak Terbebani Utang,25 March 2018 16:18
INDF Satu-satunya Saham di Daftar LQ45 Tidak Terkoreksi,23 March 2018 14:10
"Empat Direksi Diganti, Saham WSKT Naik 5,45%",21 March 2018 16:40
Ini Direksi Waskita yang Diganti,21 March 2018 15:08
Empat Direksi Waskita Diganti,21 March 2018 14:09
Waskita Terancam Sanksi Hingga Dilarang Garap Proyek Baru,20 March 2018 12:36
"Banyak Kecelakaan, Waskita Bakal Tambah Direksi Khusus",20 March 2018 08:44
"Kecelakaan Lagi, Rini Akan Rombak Jajaran Direksi Waskita",19 March 2018 18:29
"Tak Bertenaga IHSG Gagal Naik, Sesi I Ditutup Melemah",19 March 2018 12:41
"Kecelakaan Proyek Terjadi Lagi, Saham WSKT Kembali Koreksi",19 March 2018 10:03
IHSG Dibayangi Pelemahan Bursa Utama Asia,19 March 2018 09:18
Kecelakaan Proyek Rusunawa Perpanjang Daftar Hitam WSKT,19 March 2018 07:53
"Pasca-Kecelakaan, Waskita Setop Proyek Rusun Pasar Rumput",18 March 2018 19:08
Ini 5 Saham LQ45 dengan Cuan Paling Besar dari Awal Tahun,16 March 2018 15:27
"IHSG Beri Imbal Hasil Negatif, Sektor ini Bisa Dilirik",15 March 2018 19:02
"Rupiah Bergerak Liar, IHSG Masih Bertahan",03 March 2018 14:25
Saham-Saham yang Dihindari Saat IHSG Tertekan,01 March 2018 17:12
"IHSG Menguat Kala Bursa Regional Tertekan, Ini Sebabnya",01 March 2018 13:27
"Banyak Kecelakaan, WSKT Cetak Laba 2017 Rp 4,2 T Naik 131%",01 March 2018 10:51
Waskita Evaluasi Kapasitas untuk Tangani Proyek,28 February 2018 18:30
Menakar Rasio Utang Emiten Konstruksi,22 February 2018 14:01
Tidak akan Berdampak Pada Kinerja Keuangan Emiten Konstruksi,22 February 2018 10:00
Terlalu Banyak Sentimen Negatif Hantui IHSG,22 February 2018 06:15
Tekanan Jual Mendorong IHSG Ditutup Terkoreksi,21 February 2018 16:31
Jangka Pendek Saham Konstruksi Masih Sulit Rebound,21 February 2018 14:34
"Harga Saham WSKT Anjlok 2,95% Dampak Peristiwa Tol Becakayu",21 February 2018 10:06
Hati-hati Tertular Virus Koreksi Wall Street,21 February 2018 05:45
"Proyek Waskita Sering Roboh, Benarkah Karena Overload?",20 February 2018 19:20
Ini Perkembangan Kasus Jalur Pembatas KA Soetta yang Ambruk,20 February 2018 18:59
Insiden Tol Becakayu Bebani Laju IHSG,20 February 2018 16:38
Pemerintah Siapkan Sanksi ke Waskita Karya,20 February 2018 15:59
Proyek MRT dan LRT Layang Juga Dihentikan Sementara,20 February 2018 14:30
"Diwarnai Ambruknya Tiang Proyek Becakayu, IHSG Turun 0,64%",20 February 2018 12:26
Begini Harga Saham WSKT Setiap Proyeknya Mengalami Insiden,20 February 2018 12:04
Regulator Panggil Seluruh Dirut Kontraktor Infrastruktur,20 February 2018 11:15
"Tiang Tol Becakayu Roboh, Jokowi: Segera Perketat Pengawasan",20 February 2018 10:51
"Tiang Proyek Becakayu Roboh, Harga Saham BUMN Karya Anjlok",20 February 2018 10:37
Kronologi Robohnya Tiang Proyek Tol Becakayu,20 February 2018 10:15
"Tiang Proyek Roboh, Saham WSKT Anjlok 1,29%",20 February 2018 09:55
Waskita Target 564 KM Jalan Tol Beroperasi Semester I 2018,14 February 2018 10:02
"Waskita Karya Terbitkan Obligasi Rp 3,45 Triliun",07 February 2018 15:51
"Waskita Beton Terima Pelunasan Proyek Rp 1,8 T",02 February 2018 19:07
Saham Sektor Konstruksi Layak Disimak 2018,29 January 2018 08:36
Pembangunan Infrastruktur Untungkan BUMN Karya,29 January 2018 06:51
Jokowi dan Holdingisasi BUMN,26 January 2018 08:26
Ambil Untung Saham Barang Konsumsi Warnai Sesi I,24 January 2018 12:13
Proyek Infrastruktur Mulai Berdampak ke Kinerja BUMN Karya,23 January 2018 06:21
"11 BUMN Karya Catatkan Pendapatan Rp 175,77 T pada 2017",22 January 2018 22:27
"WSKT Perkirakan Kenaikan Laba Bersih 135,91% Pada 2017",22 January 2018 14:50
Saham Pertambangan Topang Penguatan IHSG,11 January 2018 16:38
